id,title,genres,imdb_id,year
2352,"Big Chill, The",Comedy|Drama,85244,1983
2353,Enemy of the State,Action|Thriller,120660,1998
2354,"Rugrats Movie, The",Animation|Children|Comedy,134067,1998
2355,"Bug's Life, A",Adventure|Animation|Children|Comedy,120623,1998
2356,Celebrity,Comedy,120533,1998
2357,Central Station (Central do Brasil),Drama,140888,1998
2358,Savior,Drama|War,120070,1998
2359,Waking Ned Devine (a.k.a. Waking Ned),Comedy,166396,1998
2360,"Celebration, The (Festen)",Drama,154420,1998
2361,Pink Flamingos,Comedy,69089,1972
2362,Glen or Glenda,Drama,45826,1953
2363,Godzilla (Gojira),Drama|Horror|Sci-Fi,47034,1954
2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The)",Action|Horror|Sci-Fi|Thriller,87344,1984
2365,King Kong vs. Godzilla (Kingukongu tai Gojira),Action|Sci-Fi,56142,1962
2366,King Kong,Action|Adventure|Fantasy|Horror,24216,1933
2367,King Kong,Adventure|Fantasy|Romance|Sci-Fi|Thriller,74751,1976
2368,King Kong Lives,Adventure|Sci-Fi,91344,1986
2369,Desperately Seeking Susan,Comedy|Drama|Romance,89017,1985
2370,"Emerald Forest, The",Action|Adventure|Drama,89087,1985
2371,Fletch,Comedy|Crime|Mystery,89155,1985
2372,Fletch Lives,Comedy,97366,1989
2373,Red Sonja,Action|Adventure|Fantasy,89893,1985
2374,Gung Ho,Comedy|Drama,91159,1986
2375,"Money Pit, The",Comedy,91541,1986
2376,"View to a Kill, A",Action|Adventure|Thriller,90264,1985
2377,Lifeforce,Horror|Sci-Fi,89489,1985
2378,Police Academy,Comedy|Crime,87928,1984
2379,Police Academy 2: Their First Assignment,Comedy|Crime,89822,1985
2380,Police Academy 3: Back in Training,Comedy|Crime,91777,1986
2381,Police Academy 4: Citizens on Patrol,Comedy|Crime,93756,1987
2382,Police Academy 5: Assignment: Miami Beach,Comedy|Crime,95882,1988
2383,Police Academy 6: City Under Siege,Comedy|Crime,98105,1989
2384,Babe: Pig in the City,Adventure|Children|Drama,120595,1998
2385,Home Fries,Comedy|Romance,119304,1998
2387,Very Bad Things,Comedy|Crime,124198,1998
2388,Steam: The Turkish Bath (Hamam),Drama|Romance,119248,1997
2389,Psycho,Crime|Horror|Thriller,155975,1998
2390,Little Voice,Comedy,147004,1998
2391,"Simple Plan, A",Crime|Drama|Thriller,120324,1998
2392,Jack Frost,Children|Comedy|Drama,141109,1998
2393,Star Trek: Insurrection,Action|Drama|Romance|Sci-Fi,120844,1998
2394,"Prince of Egypt, The",Animation|Musical,120794,1998
2395,Rushmore,Comedy|Drama,128445,1998
2396,Shakespeare in Love,Comedy|Drama|Romance,138097,1998
2398,Miracle on 34th Street,Comedy|Drama,39628,1947
2399,Santa Claus: The Movie,Adventure|Children|Fantasy,89961,1985
2400,Prancer,Children|Drama|Fantasy,98115,1989
2401,Pale Rider,Western,89767,1985
2402,Rambo: First Blood Part II,Action|Adventure|Thriller,89880,1985
2403,First Blood (Rambo: First Blood),Action|Adventure|Drama|Thriller,83944,1982
2404,Rambo III,Action|Adventure|Thriller|War,95956,1988
2405,"Jewel of the Nile, The",Action|Adventure|Comedy|Romance,89370,1985
2406,Romancing the Stone,Action|Adventure|Comedy|Romance,88011,1984
2407,Cocoon,Comedy|Sci-Fi,88933,1985
2408,Cocoon: The Return,Comedy|Sci-Fi,94890,1988
2409,Rocky II,Action|Drama,79817,1979
2410,Rocky III,Action|Drama,84602,1982
2411,Rocky IV,Action|Drama,89927,1985
2412,Rocky V,Action|Drama,100507,1990
2413,Clue,Comedy|Crime|Mystery|Thriller,88930,1985
2414,Young Sherlock Holmes,Action|Adventure|Children|Fantasy|Mystery|Thriller,90357,1985
2415,Violets Are Blue...,Drama|Romance,92173,1986
2416,Back to School,Comedy,90685,1986
2417,Heartburn,Comedy|Drama,91188,1986
2418,Nothing in Common,Comedy,91653,1986
2419,Extremities,Drama|Thriller,91024,1986
2420,"Karate Kid, The",Drama,87538,1984
2421,"Karate Kid, Part II, The",Action|Adventure|Drama,91326,1986
2422,"Karate Kid, Part III, The",Action|Adventure|Children|Drama,97647,1989
2423,Christmas Vacation (National Lampoon's Christmas Vacation),Comedy,97958,1989
2424,You've Got Mail,Comedy|Romance,128853,1998
2425,"General, The",Crime,120706,1998
2427,"Thin Red Line, The",Action|Drama|War,120863,1998
2428,"Faculty, The",Horror|Sci-Fi,133751,1998
2429,Mighty Joe Young,Action|Adventure|Drama|Fantasy|Thriller,120751,1998
2430,Mighty Joe Young,Adventure|Children|Drama,41650,1949
2431,Patch Adams,Comedy|Drama,129290,1998
2432,Stepmom,Drama,120686,1998
2433,"Civil Action, A",Drama,120633,1998
2435,Hurlyburly,Drama,119336,1998
2436,Tea with Mussolini,Comedy|Drama|War,120857,1999
2439,Affliction,Drama,118564,1997
2442,Hilary and Jackie,Drama,150915,1998
2443,Playing by Heart,Drama|Romance,145734,1998
2445,At First Sight,Drama,132512,1999
2446,In Dreams,Horror|Thriller,120710,1999
2447,Varsity Blues,Comedy|Drama,139699,1999
2448,Virus,Horror|Sci-Fi,120458,1999
2450,Howard the Duck,Adventure|Comedy|Sci-Fi,91225,1986
2451,"Gate, The",Horror,93075,1987
2453,"Boy Who Could Fly, The",Drama|Fantasy,90768,1986
2454,"Fly, The",Horror|Mystery|Sci-Fi,51622,1958
2455,"Fly, The",Drama|Horror|Sci-Fi|Thriller,91064,1986
2456,"Fly II, The",Horror|Sci-Fi,97368,1989
2457,Running Scared,Action|Comedy,91875,1986
2458,Armed and Dangerous,Comedy|Crime,90660,1986
2459,"Texas Chainsaw Massacre, The",Horror,72271,1974
2460,"Texas Chainsaw Massacre 2, The",Horror,92076,1986
2462,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre),Horror,110978,1994
2463,Ruthless People,Comedy,91877,1986
2465,Deadly Friend,Horror,90917,1986
2467,"Name of the Rose, The (Name der Rose, Der)",Crime|Drama|Mystery|Thriller,91605,1986
2468,Jumpin' Jack Flash,Action|Comedy|Romance|Thriller,91306,1986
2469,Peggy Sue Got Married,Comedy|Drama,91738,1986
2470,Crocodile Dundee,Adventure|Comedy,90555,1986
2471,Crocodile Dundee II,Action|Adventure|Comedy,92493,1988
2472,Tough Guys,Comedy,92105,1986
2473,Soul Man,Comedy,91991,1986
2474,"Color of Money, The",Drama,90863,1986
2475,52 Pick-Up,Action|Mystery|Thriller,90567,1986
2476,Heartbreak Ridge,Action|War,91187,1986
2477,Firewalker,Adventure,91055,1986
2478,¡Three Amigos!,Comedy|Western,92086,1986
2481,My Name Is Joe,Drama|Romance,151691,1998
2482,Still Crazy,Comedy|Romance,149151,1998
2483,"Day of the Beast, The (Día de la Bestia, El)",Adventure|Comedy|Thriller,112922,1995
2485,She's All That,Comedy|Romance,160862,1999
2488,Peeping Tom,Drama|Horror|Thriller,54167,1960
2490,Payback,Action|Thriller,120784,1999
2491,Simply Irresistible,Comedy|Romance,145893,1999
2492,20 Dates,Comedy|Romance,138987,1998
2493,"Harmonists, The",Drama,128133,1997
2494,"Last Days, The",Documentary,174852,1998
2495,"Fantastic Planet, The (Planète sauvage, La)",Animation|Sci-Fi,70544,1973
2496,Blast from the Past,Comedy|Romance,124298,1999
2497,Message in a Bottle,Romance,139462,1999
2498,My Favorite Martian,Comedy|Sci-Fi,120764,1999
2500,Jawbreaker,Comedy,155776,1999
2501,October Sky,Drama,132477,1999
2502,Office Space,Comedy|Crime,151804,1999
2503,"Apple, The (Sib)",Drama,156901,1998
2504,200 Cigarettes,Comedy|Drama,137338,1999
2505,8MM,Drama|Mystery|Thriller,134273,1999
2506,"Other Sister, The",Comedy|Drama|Romance,123209,1999
2511,"Long Goodbye, The",Crime|Film-Noir,70334,1973
2512,"Ballad of Narayama, The (Narayama bushiko)",Drama,84390,1983
2513,Pet Sematary,Horror,98084,1989
2514,Pet Sematary II,Comedy|Horror,105128,1992
2515,Children of the Corn II: The Final Sacrifice,Horror,106557,1993
2516,Children of the Corn III,Horror,109415,1994
2517,Christine,Horror,85333,1983
2518,Night Shift,Comedy,84412,1982
2520,Airport,Drama,65377,1970
2521,Airport 1975,Action|Drama|Thriller,71110,1974
2522,Airport '77,Drama,75648,1977
2523,Rollercoaster,Drama|Thriller,76636,1977
2524,"Towering Inferno, The",Action|Adventure|Drama|Thriller,72308,1974
2525,Alligator,Action|Horror|Sci-Fi,80354,1980
2526,Meteor,Sci-Fi,79550,1979
2527,Westworld,Action|Sci-Fi|Thriller|Western,70909,1973
2528,Logan's Run,Action|Adventure|Sci-Fi,74812,1976
2529,Planet of the Apes,Action|Drama|Sci-Fi,63442,1968
2530,Beneath the Planet of the Apes,Action|Sci-Fi,65462,1970
2531,Battle for the Planet of the Apes,Action|Sci-Fi,69768,1973
2532,Conquest of the Planet of the Apes,Action|Sci-Fi,68408,1972
2533,Escape from the Planet of the Apes,Action|Sci-Fi,67065,1971
2534,Avalanche,Action,77189,1978
2535,Earthquake,Action|Drama|Thriller,71455,1974
2537,Beyond the Poseidon Adventure,Adventure,78856,1979
2538,Dancemaker,Documentary,175550,1998
2539,Analyze This,Comedy,122933,1999
2540,"Corruptor, The",Action|Crime|Drama|Thriller,142192,1999
2541,Cruel Intentions,Drama,139134,1999
2542,"Lock, Stock & Two Smoking Barrels",Comedy|Crime|Thriller,120735,1998
2544,"School of Flesh, The (École de la chair, L')",Drama|Romance,157208,1998
2546,"Deep End of the Ocean, The",Drama,120646,1999
2548,"Rage: Carrie 2, The",Horror,144814,1999
2549,Wing Commander,Action|Sci-Fi,131646,1999
2550,"Haunting, The",Horror|Thriller,57129,1963
2551,Dead Ringers,Drama|Horror|Thriller,94964,1988
2552,My Boyfriend's Back,Comedy,107626,1993
2553,Village of the Damned,Horror|Sci-Fi|Thriller,54443,1960
2554,Children of the Damned,Horror|Sci-Fi|Thriller,56931,1963
2555,Baby Geniuses,Comedy,118665,1999
2557,I Stand Alone (Seul contre tous),Drama|Thriller,157016,1998
2558,Forces of Nature,Comedy|Romance,141098,1999
2559,"King and I, The",Animation|Children,160429,1999
2560,Ravenous,Horror|Thriller,129332,1999
2561,True Crime,Crime|Thriller,139668,1999
2563,Dangerous Beauty,Drama,118892,1998
2565,"King and I, The",Drama|Musical|Romance,49408,1956
2566,Doug's 1st Movie,Animation|Children,187819,1999
2567,EDtv,Comedy,131369,1999
2568,"Mod Squad, The",Action|Crime,120757,1999
2570,"Walk on the Moon, A",Drama|Romance,120613,1999
2571,"Matrix, The",Action|Sci-Fi|Thriller,133093,1999
2572,10 Things I Hate About You,Comedy|Romance,147800,1999
2573,Tango,Drama|Musical,120274,1998
2574,"Out-of-Towners, The",Comedy,129280,1999
2575,"Dreamlife of Angels, The (Vie rêvée des anges, La)",Drama,120449,1998
2577,Metroland,Comedy|Drama,119665,1997
2579,Following,Crime|Mystery|Thriller,154506,1998
2580,Go,Comedy|Crime,139239,1999
2581,Never Been Kissed,Comedy|Romance,151738,1999
2582,Twin Dragons (Shuang long hui),Action|Comedy,105399,1992
2583,Cookie's Fortune,Comedy|Drama,126250,1999
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)",Drama|Romance,133363,1998
2586,Goodbye Lover,Comedy|Crime|Thriller,119219,1999
2587,Life,Comedy|Crime|Drama,123964,1999
2589,Friends & Lovers,Comedy|Drama|Romance,143261,1999
2590,Hideous Kinky,Drama,136244,1998
2593,"Monster, The (Mostro, Il)",Comedy,110570,1994
2594,Open Your Eyes (Abre los ojos),Drama|Romance|Sci-Fi|Thriller,125659,1997
2596,SLC Punk!,Comedy|Drama,133189,1998
2597,Lost & Found,Comedy|Romance,120836,1999
2598,Pushing Tin,Comedy,120797,1999
2599,Election,Comedy,126886,1999
2600,eXistenZ,Action|Sci-Fi|Thriller,120907,1999
2605,Entrapment,Crime|Thriller,137494,1999
2606,Idle Hands,Comedy|Horror,138510,1999
2607,Get Real,Drama|Romance,162973,1998
2609,"King of Masks, The (Bian Lian)",Drama,115669,1996
2611,"Winslow Boy, The",Drama,155388,1999
2612,Mildred Pierce,Drama|Film-Noir,37913,1945
2613,Night of the Comet,Comedy|Horror|Sci-Fi,87799,1984
2614,Chopping Mall (a.k.a. Killbots),Action|Horror|Sci-Fi,90837,1986
2615,My Science Project,Adventure|Sci-Fi,89652,1985
2616,Dick Tracy,Action|Crime,99422,1990
2617,"Mummy, The",Action|Adventure|Comedy|Fantasy|Horror|Thriller,120616,1999
2618,"Castle, The",Comedy,118826,1997
2620,This Is My Father,Drama|Romance,120865,1998
2622,William Shakespeare's A Midsummer Night's Dream,Comedy|Fantasy,140379,1999
2623,Trippin',Comedy,160298,1999
2624,After Life (Wandafuru raifu),Drama|Fantasy,165078,1998
2625,Black Mask (Hak hap),Action|Adventure|Crime|Sci-Fi|Thriller,115693,1996
2628,Star Wars: Episode I - The Phantom Menace,Action|Adventure|Sci-Fi,120915,1999
2629,"Love Letter, The",Comedy|Romance,166252,1999
2630,Besieged (a.k.a. L' Assedio),Drama,149723,1998
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie)",Adventure|Drama|Mystery,59643,1965
2633,"Mummy, The",Horror|Romance,23245,1932
2634,"Mummy, The",Horror,53085,1959
2639,Mommie Dearest,Drama,82766,1981
2640,Superman,Action|Adventure|Sci-Fi,78346,1978
2641,Superman II,Action|Sci-Fi,81573,1980
2642,Superman III,Action|Adventure|Sci-Fi,86393,1983
2643,Superman IV: The Quest for Peace,Action|Adventure|Sci-Fi,94074,1987
2644,Dracula,Horror,21814,1931
2648,Frankenstein,Drama|Horror|Sci-Fi,21884,1931
2651,Frankenstein Meets the Wolf Man,Horror,35899,1943
2652,"Curse of Frankenstein, The",Horror,50280,1957
2654,"Wolf Man, The",Drama|Fantasy|Horror,34398,1941
2655,Howling II: Your Sister Is a Werewolf,Horror,89308,1985
2656,Tarantula,Horror|Sci-Fi,48696,1955
2657,"Rocky Horror Picture Show, The",Comedy|Horror|Musical|Sci-Fi,73629,1975
2659,It Came from Hollywood,Comedy|Documentary,84156,1982
2660,"Thing from Another World, The",Horror|Sci-Fi,44121,1951
2661,It Came from Outer Space,Sci-Fi,45920,1953
2662,"War of the Worlds, The",Action|Drama|Sci-Fi,46534,1953
2664,Invasion of the Body Snatchers,Horror|Sci-Fi|Thriller,49366,1956
2665,Earth vs. the Flying Saucers,Sci-Fi,49169,1956
2668,Swamp Thing,Horror|Sci-Fi,84745,1982
2669,Pork Chop Hill,War,53183,1959
2670,Run Silent Run Deep,War,52151,1958
2671,Notting Hill,Comedy|Romance,125439,1999
2672,"Thirteenth Floor, The",Drama|Sci-Fi|Thriller,139809,1999
2674,"Loss of Sexual Innocence, The",Drama|Fantasy,126859,1999
2676,Instinct,Drama|Thriller,128278,1999
2677,Buena Vista Social Club,Documentary|Musical,186508,1999
2681,Free Enterprise,Comedy|Romance|Sci-Fi,141105,1998
2682,Limbo,Drama,164085,1999
2683,Austin Powers: The Spy Who Shagged Me,Action|Adventure|Comedy,145660,1999
2686,"Red Violin, The (Violon rouge, Le)",Drama|Mystery,120802,1998
2687,Tarzan,Adventure|Animation|Children|Drama,120855,1999
2688,"General's Daughter, The",Crime|Drama|Mystery|Thriller,144214,1999
2690,"Ideal Husband, An",Comedy|Romance,122541,1999
2691,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)",Drama,120731,1998
2692,Run Lola Run (Lola rennt),Action|Crime,130827,1998
2693,Trekkies,Documentary,120370,1997
2694,Big Daddy,Comedy,142342,1999
2695,"Boys, The",Drama,139898,1998
2696,"Dinner Game, The (Dîner de cons, Le)",Comedy,119038,1998
2697,My Son the Fanatic,Comedy|Drama|Romance,119743,1997
2698,Zone 39,Sci-Fi,120554,1997
2699,Arachnophobia,Comedy|Horror,99052,1990
2700,"South Park: Bigger, Longer and Uncut",Animation|Comedy|Musical,158983,1999
2701,Wild Wild West,Action|Comedy|Sci-Fi|Western,120891,1999
2702,Summer of Sam,Drama,162677,1999
2706,American Pie,Comedy|Romance,163651,1999
2707,Arlington Road,Thriller,137363,1999
2708,"Autumn Tale, An (Conte d'automne)",Romance,137439,1998
2709,Muppets From Space,Children|Comedy,158811,1999
2710,"Blair Witch Project, The",Drama|Horror|Thriller,185937,1999
2712,Eyes Wide Shut,Drama|Mystery|Thriller,120663,1999
2713,Lake Placid,Horror|Thriller,139414,1999
2716,Ghostbusters (a.k.a. Ghost Busters),Action|Comedy|Sci-Fi,87332,1984
2717,Ghostbusters II,Comedy|Fantasy|Sci-Fi,97428,1989
2718,Drop Dead Gorgeous,Comedy,157503,1999
2719,"Haunting, The",Horror|Thriller,171363,1999
2720,Inspector Gadget,Action|Adventure|Children|Comedy,141369,1999
2722,Deep Blue Sea,Action|Horror|Sci-Fi|Thriller,149261,1999
2723,Mystery Men,Action|Comedy|Fantasy,132347,1999
2724,Runaway Bride,Comedy|Romance,163187,1999
2725,Twin Falls Idaho,Drama,162830,1999
2726,"Killing, The",Crime|Film-Noir,49406,1956
2727,Killer's Kiss,Crime|Film-Noir,48254,1955
2728,Spartacus,Action|Drama|Romance|War,54331,1960
2729,Lolita,Drama|Romance,56193,1962
2730,Barry Lyndon,Drama|Romance|War,72684,1975
2731,"400 Blows, The (Les quatre cents coups)",Crime|Drama,53198,1959
2732,Jules and Jim (Jules et Jim),Drama|Romance,55032,1961
2733,Vibes,Adventure|Comedy|Romance,96378,1988
2734,"Mosquito Coast, The",Adventure|Drama|Thriller,91557,1986
2735,"Golden Child, The",Action|Adventure|Comedy|Fantasy|Mystery,91129,1986
2736,Brighton Beach Memoirs,Comedy,90774,1986
2737,Assassination,Action|Drama|Thriller,92585,1987
2738,Crimes of the Heart,Comedy|Drama,90886,1986
2739,"Color Purple, The",Drama,88939,1985
2740,"Kindred, The",Horror|Sci-Fi,91343,1986
2741,No Mercy,Action|Crime|Thriller,91637,1986
2742,Ménage (Tenue de soirée),Comedy|Drama,92068,1986
2743,Native Son,Drama,91613,1986
2744,Otello,Drama,91699,1986
2745,"Mission, The",Drama,91530,1986
2746,Little Shop of Horrors,Comedy|Horror|Musical,91419,1986
2747,"Little Shop of Horrors, The",Comedy|Horror,54033,1960
2748,Allan Quatermain and the Lost City of Gold,Action|Adventure|Comedy,92534,1987
2749,"Morning After, The",Drama|Mystery,91554,1986
2750,Radio Days,Comedy|Drama,93818,1987
2751,From the Hip,Comedy|Drama,93051,1987
2752,Outrageous Fortune,Comedy|Mystery,93690,1987
2754,Deadtime Stories,Horror,92850,1987
2757,Frances,Drama,83967,1982
2759,Dick,Comedy,144168,1999
2761,"Iron Giant, The",Adventure|Animation|Children|Drama|Sci-Fi,129167,1999
2762,"Sixth Sense, The",Drama|Horror|Mystery,167404,1999
2763,"Thomas Crown Affair, The",Action|Mystery,155267,1999
2764,"Thomas Crown Affair, The",Crime|Drama|Romance|Thriller,63688,1968
2765,"Acid House, The",Comedy|Drama,122515,1998
2766,"Adventures of Sebastian Cole, The",Comedy|Drama,168449,1998
2769,"Yards, The",Crime|Drama,138946,2000
2770,Bowfinger,Comedy,131325,1999
2771,Brokedown Palace,Drama,120620,1999
2772,Detroit Rock City,Comedy,165710,1999
2774,Better Than Chocolate,Comedy|Romance,168987,1999
2775,Head On,Drama,138487,1998
2779,Heaven Can Wait,Comedy,77663,1978
2782,Pit and the Pendulum,Horror,55304,1961
2784,"Masque of the Red Death, The",Horror,58333,1964
2786,Haunted Honeymoon,Comedy,91178,1986
2787,Cat's Eye,Horror,88889,1985
2788,Monty Python's And Now for Something Completely Different,Comedy,66765,1971
2789,Damien: Omen II,Horror,77394,1978
2790,"Final Conflict, The (a.k.a. Omen III: The Final Conflict)",Horror|Thriller,82377,1981
2791,Airplane!,Comedy,80339,1980
2792,Airplane II: The Sequel,Comedy,83530,1982
2793,"American Werewolf in Paris, An",Comedy|Horror|Romance|Thriller,118604,1997
2794,European Vacation (aka National Lampoon's European Vacation),Adventure|Comedy|Romance,89670,1985
2795,National Lampoon's Vacation,Comedy,85995,1983
2796,Funny Farm,Comedy,95188,1988
2797,Big,Comedy|Drama|Fantasy|Romance,94737,1988
2798,Problem Child,Children|Comedy,100419,1990
2799,Problem Child 2,Comedy,102719,1991
2800,Little Nemo: Adventures in Slumberland,Adventure|Animation|Children|Drama|Fantasy,104740,1992
2801,Oscar and Lucinda (a.k.a. Oscar & Lucinda),Drama|Romance,119843,1997
2802,Tequila Sunrise,Action|Drama|Romance|Thriller,96244,1988
2803,"Pelican Brief, The",Crime|Drama|Mystery|Romance|Thriller,107798,1993
2804,"Christmas Story, A",Children|Comedy,85334,1983
2805,Mickey Blue Eyes,Comedy|Romance,130121,1999
2806,Teaching Mrs. Tingle,Comedy|Thriller,133046,1999
2807,Universal Soldier: The Return,Action|Sci-Fi,176269,1999
2808,Universal Soldier,Action|Sci-Fi,105698,1992
2810,Perfect Blue,Animation|Horror|Mystery|Thriller,156887,1997
2812,In Too Deep,Action|Thriller,160401,1999
2813,"Source, The",Documentary,181833,1999
2815,Iron Eagle,Action|War,91278,1986
2816,Iron Eagle II,Action|War,95382,1988
2817,Aces: Iron Eagle III,Action,103617,1992
2818,Iron Eagle IV,Action|War,113438,1995
2819,Three Days of the Condor (3 Days of the Condor),Drama|Mystery|Romance|Thriller,73802,1975
2820,Hamlet,Drama,58175,1964
2822,Medicine Man,Adventure|Romance,104839,1992
2824,On the Ropes,Documentary|Drama,181733,1999
2826,"13th Warrior, The",Action|Adventure|Fantasy,120657,1999
2827,"Astronaut's Wife, The",Horror|Sci-Fi|Thriller,138304,1999
2828,Dudley Do-Right,Children|Comedy,160236,1999
2829,"Muse, The",Comedy,164108,1999
2835,Chill Factor,Action|Adventure|Comedy|Thriller,163579,1999
2836,Outside Providence,Comedy,125971,1999
2837,Bedrooms & Hallways,Comedy|Romance,126810,1998
2839,West Beirut (West Beyrouth),Drama,157183,1998
2840,Stigmata,Drama|Thriller,145531,1999
2841,Stir of Echoes,Horror|Mystery|Thriller,164181,1999
2843,"Black Cat, White Cat (Crna macka, beli macor)",Comedy|Romance,118843,1998
2844,"Minus Man, The",Drama|Mystery,151582,1999
2846,"Adventures of Milo and Otis, The (Koneko monogatari)",Adventure|Children|Comedy|Drama,97050,1986
2847,Only Angels Have Wings,Adventure|Drama|Romance,31762,1939
2848,"Othello (Tragedy of Othello: The Moor of Venice, The)",Drama,45251,1952
2851,Saturn 3,Adventure|Sci-Fi|Thriller,81454,1980
2852,"Soldier's Story, A",Drama,88146,1984
2856,I Saw What You Did,Thriller,59297,1965
2857,Yellow Submarine,Adventure|Animation|Comedy|Fantasy|Musical,63823,1968
2858,American Beauty,Drama|Romance,169547,1999
2859,Stop Making Sense,Documentary|Musical,88178,1984
2860,Blue Streak,Comedy,181316,1999
2861,For Love of the Game,Comedy|Drama,126916,1999
2862,Caligula,Drama,80491,1979
2863,"Hard Day's Night, A",Adventure|Comedy|Musical,58182,1964
2865,Sugar Town,Comedy,173390,1999
2866,"Buddy Holly Story, The",Drama,77280,1978
2867,Fright Night,Comedy|Horror|Thriller,89175,1985
2868,Fright Night Part II,Horror,97390,1988
2870,Barefoot in the Park,Comedy,61385,1967
2871,Deliverance,Adventure|Drama|Thriller,68473,1972
2872,Excalibur,Adventure|Fantasy,82348,1981
2874,"Pajama Game, The",Comedy|Musical|Romance,50814,1957
2875,Sommersby,Drama|Mystery|Romance,108185,1993
2876,Thumbelina,Animation|Children|Fantasy,111419,1994
2877,Tommy,Musical,73812,1975
2878,Hell Night,Horror,82511,1981
2879,Armour of God II: Operation Condor (Operation Condor) (Fei ying gai wak),Action|Adventure|Comedy,99558,1991
2880,Armour of God (Long xiong hu di),Action|Adventure|Comedy,91431,1987
2881,Double Jeopardy,Action|Crime|Drama|Thriller,150377,1999
2882,Jakob the Liar,Drama,120716,1999
2883,Mumford,Comedy|Drama,140397,1999
2884,Dog Park,Comedy|Romance,129884,1998
2885,Guinevere,Drama|Romance,160338,1999
2886,"Adventures of Elmo in Grouchland, The",Children|Comedy,159421,1999
2887,Simon Sez,Action|Comedy,168172,1999
2888,Drive Me Crazy,Comedy|Romance,164114,1999
2889,"Mystery, Alaska",Comedy|Drama,134618,1999
2890,Three Kings,Action|Adventure|Comedy|Drama|War,120188,1999
2891,"Happy, Texas",Comedy,162360,1999
2892,New Rose Hotel,Action|Drama,133122,1998
2893,Plunkett & MaCleane,Action|Adventure|Drama,134033,1999
2894,Romance,Drama|Romance,194314,1999
2896,Alvarez Kelly,Western,60095,1966
2897,And the Ship Sails On (E la nave va),Comedy|War,87188,1983
2898,"Dark Half, The",Horror|Mystery,106664,1993
2899,Gulliver's Travels,Adventure|Animation|Children,31397,1939
2900,Monkey Shines,Horror|Sci-Fi,95652,1988
2901,Phantasm,Horror|Sci-Fi,79714,1979
2902,Psycho II,Horror|Mystery|Thriller,86154,1983
2903,Psycho III,Horror|Thriller,91799,1986
2905,Sanjuro (Tsubaki Sanjûrô),Action|Adventure|Drama,56443,1962
2906,Random Hearts,Drama|Romance,156934,1999
2907,Superstar,Comedy,167427,1999
2908,Boys Don't Cry,Drama,171804,1999
2912,"Limey, The",Crime|Drama|Thriller,165854,1999
2915,Risky Business,Comedy,86200,1983
2916,Total Recall,Action|Adventure|Sci-Fi|Thriller,100802,1990
2917,Body Heat,Crime|Thriller,82089,1981
2918,Ferris Bueller's Day Off,Comedy,91042,1986
2919,"Year of Living Dangerously, The",Drama|Romance|War,86617,1982
2921,High Plains Drifter,Western,68699,1973
2922,Hang 'Em High,Crime|Drama|Western,61747,1968
2924,Drunken Master (Jui kuen),Action|Comedy,80179,1978
2925,"Conformist, The (Conformista, Il)",Drama,65571,1970
2926,Hairspray,Comedy|Drama,95270,1988
2927,Brief Encounter,Drama|Romance,37558,1946
2928,"Razor's Edge, The",Drama,87980,1984
2929,Reds,Drama|Romance,82979,1981
2930,Return with Honor,Documentary,176093,1998
2931,Time of the Gypsies (Dom za vesanje),Comedy|Crime|Drama|Fantasy,97223,1989
2932,Days of Heaven,Drama,77405,1978
2935,"Lady Eve, The",Comedy|Romance,33804,1941
2936,Sullivan's Travels,Adventure|Comedy|Romance,34240,1941
2937,"Palm Beach Story, The",Comedy,35169,1942
2939,Niagara,Drama|Thriller,46126,1953
2940,Gilda,Drama|Film-Noir|Mystery|Romance,38559,1946
2941,South Pacific,Musical|Romance|War,52225,1958
2942,Flashdance,Drama|Romance,85549,1983
2943,Indochine,Drama|Romance,104507,1992
2944,"Dirty Dozen, The",Action|Drama|War,61578,1967
2946,Help!,Comedy|Musical,59260,1965
2947,Goldfinger,Action|Adventure|Thriller,58150,1964
2948,From Russia with Love,Action|Adventure|Thriller,57076,1963
2949,Dr. No,Action|Adventure|Thriller,55928,1962
2950,"Blue Lagoon, The",Adventure|Drama|Romance,80453,1980
2951,"Fistful of Dollars, A (Per un pugno di dollari)",Action|Western,58461,1964
2952,Sydney (Hard Eight),Crime|Drama|Thriller,119256,1996
2953,Home Alone 2: Lost in New York,Children|Comedy,104431,1992
2956,Someone to Watch Over Me,Action|Crime|Thriller,94008,1987
2959,Fight Club,Action|Crime|Drama|Thriller,137523,1999
2961,"Story of Us, The",Comedy|Drama,160916,1999
2962,Fever Pitch,Comedy|Romance,119114,1997
2964,Julien Donkey-Boy,Drama,192194,1999
2965,"Omega Code, The",Action,203408,1999
2966,"Straight Story, The",Adventure|Drama,166896,1999
2967,"Bad Seed, The",Drama|Thriller,48977,1956
2968,Time Bandits,Adventure|Comedy|Fantasy|Sci-Fi,81633,1981
2969,"Man and a Woman, A (Un homme et une femme)",Drama|Romance,61138,1966
2970,Fitzcarraldo,Adventure|Drama,83946,1982
